Object_Id  Timestamp Type Lat Lng 
62 0 newpoint 31.267006 121.473011
63 0 newpoint 31.086115 121.373079
64 0 newpoint 31.216732 121.492632
65 0 newpoint 31.242855 121.401306
66 0 newpoint 31.235349 121.511883
67 0 newpoint 31.304995 121.601616
68 0 newpoint 31.231142 121.573159
69 0 newpoint 31.028175 121.442415
70 0 newpoint 31.18951 121.318945
71 0 newpoint 31.292988 121.30417
72 0 newpoint 31.162585 121.292051
73 0 newpoint 31.276332 121.481931
74 0 newpoint 31.168276 121.294263
75 0 newpoint 31.184114 121.260075
76 0 newpoint 31.341228 121.244608
77 0 newpoint 31.260227 121.445188
78 0 newpoint 31.066048 121.522537
79 0 newpoint 30.913845 121.197166
80 0 newpoint 31.079823 121.357931
81 0 newpoint 31.301019 121.436449
82 0 newpoint 31.117776 121.385859
83 0 newpoint 31.129759 121.393793
84 0 newpoint 31.276113 121.153475
85 0 newpoint 31.316634 121.419154
86 0 newpoint 31.204498 121.552587
87 0 newpoint 31.137684 121.546272
88 0 newpoint 31.196304 121.314614
89 0 newpoint 31.198075 121.440597
90 0 newpoint 31.154682 121.35807
91 0 newpoint 31.224043 121.488363
92 0 newpoint 31.17064 121.627977
93 0 newpoint 31.335453 121.431301
94 0 newpoint 31.087069 121.501559
95 0 newpoint 31.222425 121.213683
96 0 newpoint 31.234116 121.502708
97 0 newpoint 31.15499 121.531137
98 0 newpoint 31.27125 121.426159
99 0 newpoint 31.274998 121.488128
100 0 newpoint 31.244374 121.405656
101 0 newpoint 31.056095 121.521781
102 0 newpoint 31.278533 121.541977
103 0 newpoint 31.219835 121.53435
104 0 newpoint 31.242771 121.447614
105 0 newpoint 31.249781 121.46554
106 0 newpoint 31.039328 121.189234
107 0 newpoint 31.172009 121.299818
108 0 newpoint 31.288729 121.391181
109 0 newpoint 31.273473 121.500948
110 0 newpoint 31.216745 121.58118
111 0 newpoint 31.250821 121.487681
112 0 newpoint 31.337707 121.573805
113 0 newpoint 31.221326 121.46076
114 0 newpoint 30.931159 121.470457
115 0 newpoint 31.242927 121.458898
116 0 newpoint 31.022691 121.224938
117 0 newpoint 31.328773 121.526168
118 0 newpoint 31.289041 121.313483
119 0 newpoint 31.133733 121.089601
120 0 newpoint 31.188616 121.344157
121 0 newpoint 31.342364 121.561755
122 0 newpoint 31.333445 121.521429
123 0 newpoint 31.185434 121.634011
124 0 newpoint 30.919398 121.468804
125 0 newpoint 31.244909 121.502538
126 0 newpoint 31.1914 121.38712
127 0 newpoint 31.042915 121.425812
128 0 newpoint 31.099117 121.366265
129 0 newpoint 31.018642 121.432805
130 0 newpoint 31.238378 121.491969
131 0 newpoint 31.129619 121.304071
132 0 newpoint 31.020275 121.387113
133 0 newpoint 31.223597 121.429638
134 0 newpoint 31.159264 121.383364
135 0 newpoint 31.231428 121.579004
136 0 newpoint 31.156885 121.532242
137 0 newpoint 31.141669 121.576821
138 0 newpoint 31.339387 121.616807
139 0 newpoint 31.179188 121.31345
140 0 newpoint 31.207079 121.511682
141 0 newpoint 31.005376 121.234615
142 0 newpoint 31.164119 121.550587
143 0 newpoint 31.022921 121.22846
144 0 newpoint 31.334633 121.538118
145 0 newpoint 31.296914 121.552768
146 0 newpoint 31.031635 121.451019
147 0 newpoint 31.243162 121.497361
148 0 newpoint 31.175067 121.465809
149 0 newpoint 31.288255 121.303891
150 0 newpoint 31.08942 121.198052
151 0 newpoint 31.185451 121.630164
152 0 newpoint 31.186657 121.269842
153 0 newpoint 31.207667 121.257758
154 0 newpoint 31.330712 121.411622
155 0 newpoint 31.123229 121.402013
156 0 newpoint 31.174704 121.335179
157 0 newpoint 31.238313 121.463279
158 0 newpoint 31.101006 121.388344
159 0 newpoint 31.343641 121.192405
160 0 newpoint 31.254927 121.291089
161 0 newpoint 31.271299 121.544901
162 0 newpoint 31.234047 121.601351
163 0 newpoint 31.079919 121.493067
164 0 newpoint 31.046737 121.498625
165 0 newpoint 31.271244 121.281997
166 0 newpoint 31.052603 121.38832
167 0 newpoint 31.179545 121.512589
168 0 newpoint 31.203531 121.236135
169 0 newpoint 30.999393 121.368141
170 0 newpoint 31.124606 121.282261
171 0 newpoint 31.277559 121.590088
172 0 newpoint 31.250384 121.564678
173 0 newpoint 31.336995 121.225493
174 0 newpoint 31.278461 121.482226
175 0 newpoint 31.174422 121.46973
176 0 newpoint 31.265714 121.209604
177 0 newpoint 31.324134 121.528845
178 0 newpoint 31.217283 121.485094
179 0 newpoint 31.163888 121.517967
180 0 newpoint 31.152608 121.620917
181 0 newpoint 31.246615 121.482435
182 0 newpoint 31.16347 121.304725
183 0 newpoint 31.031893 121.369642
184 0 newpoint 31.047825 121.588273
185 0 newpoint 31.137311 121.394802
186 0 newpoint 31.192089 121.251197
187 0 newpoint 31.281535 121.345859
188 0 newpoint 31.141939 121.572991
189 0 newpoint 31.308154 121.542558
190 0 newpoint 31.225808 121.492832
191 0 newpoint 31.197523 121.435262
192 0 newpoint 31.23998 121.579687
193 0 newpoint 31.094527 121.257028
194 0 newpoint 31.158881 121.424815
195 0 newpoint 31.331264 121.512088
196 0 newpoint 30.93147 121.473461
197 0 newpoint 31.225715 121.351634
198 0 newpoint 31.320878 121.251654
199 0 newpoint 31.263956 121.21075
199 1 point 31.2663280982503 121.216554463822
198 1 point 31.3155955865939 121.251325524281
197 1 point 31.2256679342811 121.345090281159
196 1 point 30.9332881248072 121.478071528758
195 1 point 31.3307516840298 121.505901879246
194 1 point 31.1639840260938 121.428845383081
193 1 point 31.0960442765995 121.261087929989
192 1 point 31.2415275504419 121.574764731137
191 1 point 31.1914408456709 121.433009896797
190 1 point 31.2301961001512 121.492193945093
189 1 point 31.3081140257095 121.5413181506
188 1 point 31.1392971293405 121.568660150794
187 1 point 31.2826791273647 121.350853733089
186 1 point 31.1955242912888 121.255675100998
185 1 point 31.1382367162469 121.398426301462
184 1 point 31.0523736163763 121.585318224986
183 1 point 31.0333193203365 121.375169213268
182 1 point 31.1604726487068 121.29887542873
181 1 point 31.2491427260296 121.478188437441
180 1 point 31.1503906761106 121.621875872111
179 1 point 31.1583293685985 121.521446057629
178 1 point 31.2167702754316 121.484862670939
177 1 point 31.3246863289591 121.527622360113
176 1 point 31.269597544428 121.212839778338
175 1 point 31.1769773134405 121.463721730141
174 1 point 31.2771651274831 121.475971074164
173 1 point 31.3364694907016 121.225945337118
172 1 point 31.2490196747847 121.562263270417
171 1 point 31.2792817009475 121.588769918455
170 1 point 31.1244856826749 121.287558780877
169 1 point 31.0044015544986 121.368015318192
168 1 point 31.2038637934103 121.242661826984
167 1 point 31.1853635277274 121.510030936953
166 1 point 31.0565063153981 121.390162550639
165 1 disappearpoint 31.271183 121.280903
164 1 point 31.0532973213072 121.498204777064
163 1 point 31.0851676507141 121.49164398771
162 1 point 31.2276071378477 121.602469144315
161 1 point 31.2746549930945 121.540586411645
160 1 point 31.2613021329317 121.289539643305
159 1 point 31.3389128077137 121.196971447262
158 1 point 31.1069323986271 121.385515895686
157 1 point 31.2375797544899 121.458012965516
156 1 point 31.1713777966846 121.32953304302
155 1 point 31.1202345249231 121.39856160471
154 1 point 31.3306005410558 121.412961105145
153 1 point 31.2071685836003 121.262835855151
152 1 point 31.1892673153053 121.274691746208
151 1 point 31.1806287281006 121.628173380006
150 1 point 31.0829384423752 121.198172544316
149 1 point 31.2906451893604 121.309924061843
148 1 point 31.1737349420447 121.471114006308
147 1 point 31.242995373809 121.501531548778
146 1 point 31.0352339895781 121.45338396987
145 1 point 31.2927202188693 121.549504876598
144 1 point 31.3300570790816 121.54079945866
143 1 point 31.023088651492 121.229645342234
142 1 point 31.1650579771771 121.557091722723
141 1 point 31.0049572045286 121.241167071357
140 1 point 31.2114758267342 121.514644061696
139 1 point 31.1750651112661 121.318528970566
138 1 point 31.3347114172573 121.617692390967
137 1 point 31.1420322530847 121.577410071054
136 1 point 31.1625243340248 121.528890543028
135 1 point 31.2359150190572 121.578005382708
134 1 point 31.1614505882203 121.389560318115
133 1 point 31.2195606143693 121.432898247485
132 1 point 31.0228617762536 121.386246515271
131 1 point 31.1284067558923 121.310134897874
130 1 point 31.2387992446975 121.496236122246
129 1 point 31.0198065185576 121.428060755431
128 1 point 31.1046646366834 121.363641612471
127 1 point 31.0477829293215 121.422697290569
126 1 point 31.1960237210408 121.384069215135
125 1 point 31.2408600419957 121.500392718046
124 1 point 30.9198526829033 121.471539260226
123 1 point 31.1891074011978 121.630149191794
122 1 point 31.3300781576936 121.518185296997
121 1 point 31.3371311662025 121.565733667531
120 1 point 31.1887867263316 121.350554946621
119 1 point 31.136816369113 121.095369252055
118 1 point 31.2930098724995 121.318715206272
117 1 point 31.3252722296664 121.52290898853
116 1 point 31.0231754543638 121.225151213321
115 1 point 31.2391320569888 121.454918252318
114 1 point 30.9323494155612 121.471652939126
113 1 point 31.2208634186405 121.461600941476
112 1 point 31.3348757303733 121.568759949188
111 1 point 31.2537358185267 121.492677892554
110 1 point 31.2162278826361 121.58496060915
109 1 point 31.2770199441796 121.49689093501
108 1 point 31.28884880768 121.39775225281
107 1 point 31.1750303889668 121.295645123941
106 1 point 31.0390851842991 121.188636870302
105 1 point 31.2506731814463 121.465361232052
104 1 point 31.2437931568901 121.452450907499
103 1 point 31.2152605872802 121.534916016922
102 1 point 31.277142154484 121.539662144878
101 1 point 31.0579464147922 121.528085402668
100 1 point 31.2409866273962 121.411283158508
99 1 point 31.278434 121.485666221829
98 1 point 31.2724903193494 121.43019183824
97 1 point 31.1573743994157 121.529601934415
96 1 point 31.2331881768003 121.502859788608
95 1 point 31.2225873733181 121.220254892008
94 1 point 31.0852316957377 121.495799748035
93 1 point 31.3295696997895 121.433780110851
92 1 point 31.1758440514229 121.626798194527
91 1 point 31.2191345446256 121.488116926277
90 1 point 31.1563090865265 121.359582419911
89 1 point 31.2036161916548 121.439964866936
88 1 point 31.1965371858859 121.321183862799
87 1 point 31.1440304239581 121.544559058751
86 1 point 31.2103634110707 121.550836128329
85 1 point 31.3109231622114 121.418420353968
84 1 point 31.2711410010061 121.157775262771
83 1 point 31.1258595898359 121.389850056446
82 1 point 31.1229176633614 121.389609051669
81 1 point 31.2944788402893 121.436405205116
80 1 point 31.0810041351268 121.357204370661
79 1 point 30.9099652753519 121.202472633569
78 1 point 31.0723724240723 121.520759571113
77 1 point 31.2563831237059 121.448658558628
76 1 point 31.3372011611251 121.242843266641
75 1 point 31.1856760945075 121.265144733837
74 1 point 31.1708802589898 121.294524391074
73 1 point 31.2709741396014 121.480645323212
72 1 point 31.1670709406022 121.29003244404
71 1 point 31.295022119526 121.309961676716
70 1 point 31.1888013784717 121.312723562727
69 1 point 31.0287225171256 121.441528335197
68 1 point 31.2304514276473 121.570116965183
67 1 point 31.3060756572483 121.597947579987
66 1 point 31.2392272912607 121.514680888143
65 1 point 31.2378663939418 121.402456118291
64 1 point 31.2178653179734 121.490840221042
63 1 point 31.0917215284096 121.369924055651
62 1 point 31.2621904664594 121.47680060487
61 1 point 31.3090296468325 121.534692288552
60 1 point 31.2356470473498 121.550378835646
59 1 point 31.1656042146632 121.29026304916
58 1 point 30.9204765065224 121.449681467801
57 1 point 31.088074456546 121.294847925742
56 1 point 31.2323682943422 121.52139283241
55 1 point 31.2490024886197 121.465986248411
54 1 point 31.1528602154102 121.470463837548
53 1 point 31.0079696476697 121.437610557529
52 1 point 31.2146723910642 121.426429911754
51 1 point 30.9854173668156 121.098270763011
50 1 point 31.2724196112093 121.492120173637
49 1 point 31.2678302154185 121.232982817611
48 1 point 31.3213456695966 121.623766979693
47 1 point 31.2465258435714 121.478950437619
46 1 point 31.279315745837 121.549701174398
45 1 point 31.2316724058681 121.442558916895
44 1 point 31.3268368636521 121.521702273731
43 1 point 31.3063047282028 121.637449852786
42 1 point 31.3426780557199 121.189767351206
41 1 point 30.944546053647 121.30641804365
40 1 point 31.2302841202756 121.515152791833
39 1 point 31.3104214862153 121.509003405236
38 1 point 31.2698682128377 121.451712625073
37 1 point 31.3083101763686 121.337088610854
36 1 point 31.3307154591646 121.524453716251
35 1 point 31.2218079029453 121.468457665315
34 1 point 31.2944445165878 121.505637931001
33 1 point 31.335133230235 121.510119943445
32 1 point 31.2927947539011 121.29586790397
31 1 point 31.1731326285361 121.473800476165
30 1 point 31.2774639560254 121.153082188954
29 1 point 31.219592833971 121.322849129863
28 1 point 31.2249037173941 121.534311492277
27 1 point 31.2449705001373 121.557787530719
26 1 point 31.1702356393199 121.239620731595
25 1 point 30.9928942081812 121.129159253657
24 1 point 31.1716945656507 121.474634745108
23 1 point 31.3151249131898 121.506604834817
22 1 point 31.2972663046776 121.508744303566
21 1 point 31.3248155389945 121.516277702061
20 1 point 31.2552080212993 121.496903601483
19 1 point 30.9635413546772 121.075379793086
18 1 point 31.3188101268548 121.53424189825
17 1 point 31.2719257087374 121.227351823027
16 1 point 31.045646027269 121.349884973585
15 1 point 31.3280596880386 121.055824213755
14 1 point 31.260470480918 121.598885937435
13 1 point 31.2720143315571 121.223183818185
12 1 point 31.2254570575612 121.361862374698
11 1 point 31.2852158754176 121.139522542467
10 1 point 31.2868747618859 121.295620015848
9 1 point 31.1592038819609 121.521012348604
8 1 point 31.2662943542473 121.289789883891
7 1 point 31.0785277871916 121.499913082841
6 1 point 31.2840567154782 121.482800210306
5 1 point 31.276344737767 121.181793565975
4 1 point 31.2579872857908 121.468997899371
3 1 point 31.1763072660417 121.473617915088
2 1 point 31.1969475978105 121.480698589816
1 1 point 31.3366373241138 121.606630739877
0 1 point 30.979514947952 121.133894921904
200 1 newpoint 31.326617 121.585143
200 2 point 31.3329619567828 121.585053187895
198 2 point 31.3100724226026 121.250877696663
197 2 point 31.2311710910365 121.34342039955
196 2 point 30.9350845654261 121.482723855173
195 2 point 31.3305700774892 121.499371322377
194 2 point 31.1704270292056 121.430017588151
193 2 point 31.1014360684556 121.262359785723
192 2 point 31.2414556018341 121.569451309731
191 2 point 31.1915711160996 121.426969523752
190 2 point 31.2339265913708 121.488622905545
189 2 point 31.3053562417792 121.541026836922
188 2 point 31.1440013899476 121.565282756461
187 2 point 31.2817227625474 121.357357792669
186 2 point 31.2016413096964 121.253407191018
185 2 point 31.1442232717121 121.395813224596
184 2 point 31.05788316515 121.584677048693
183 2 point 31.0351484154161 121.380930094962
182 2 point 31.1572745065565 121.29744050922
181 2 point 31.2529904826826 121.473898296552
180 2 point 31.1477031131805 121.622560928211
179 2 point 31.1529483696974 121.525222111098
178 2 point 31.2160173289417 121.483698520063
177 2 point 31.3274595990371 121.527604
176 2 point 31.2725142733971 121.218305355554
175 2 point 31.1805693599307 121.458216614613
174 2 point 31.2735642474861 121.472523583516
173 2 point 31.3359443602333 121.226398113771
172 2 point 31.2475588745749 121.560382268286
171 2 point 31.2762382202956 121.584378926887
170 2 point 31.1280595017108 121.293057223966
169 2 point 31.0105160890088 121.365600790553
168 2 point 31.203605232033 121.249230237961
167 2 point 31.1882266939581 121.506644010146
166 2 point 31.0576519745178 121.385377628314
199 2 point 31.2687663832313 121.222626617077
164 2 point 31.0598540395942 121.497742040029
163 2 point 31.090407635377 121.489824284854
162 2 point 31.2214520775873 121.60476161118
161 2 point 31.2791358211554 121.537321005993
160 2 point 31.2670620304614 121.28962745866
159 2 point 31.3341094346703 121.201459308742
158 2 point 31.1115723378777 121.385493848677
157 2 point 31.2379762857024 121.45307912731
156 2 point 31.1702889989886 121.323388316626
155 2 point 31.1202812797935 121.391994059739
154 2 point 31.3296801515295 121.413998226329
153 2 point 31.2091169111715 121.269112917837
152 2 point 31.1912832794374 121.279844462834
151 2 point 31.1777275930949 121.622500331268
150 2 point 31.0763888121024 121.197627741647
149 2 point 31.2945949357075 121.31517924761
148 2 point 31.1695768434284 121.475126928125
147 2 point 31.2484187735649 121.497841018458
146 2 point 31.0406664607535 121.452628585426
145 2 point 31.2885988520432 121.550626569172
144 2 point 31.325125746509 121.53938970011
143 2 point 31.022726460666 121.22589366495
142 2 point 31.1695396559488 121.557339754053
141 2 point 31.0039659757601 121.247601361429
140 2 point 31.2144541539909 121.510275902819
139 2 point 31.1706007148568 121.323280760359
138 2 point 31.3304512320967 121.622699010987
137 2 point 31.1424613252766 121.577954112447
136 2 point 31.1674980050788 121.524592542531
135 2 point 31.2415535644895 121.574855108215
134 2 point 31.1631423295126 121.395817823848
133 2 point 31.2144140212875 121.435837851351
132 2 point 31.0254569740871 121.385268123501
131 2 point 31.1284035902524 121.316661016654
130 2 point 31.2385485870479 121.494401129427
129 2 point 31.0195309544832 121.422597769309
128 2 point 31.1082006286886 121.368704660109
127 2 point 31.048010104931 121.416716248911
126 2 point 31.1989588272231 121.388393856298
125 2 point 31.2392655938109 121.495398593492
124 2 point 30.9201265260721 121.474295880546
123 2 point 31.1909657020351 121.625197048684
122 2 point 31.3249883390669 121.515663861409
121 2 point 31.332000320587 121.564375372077
120 2 point 31.1874824086046 121.356802049909
119 2 point 31.1387728479062 121.101625566498
118 2 point 31.2947729177658 121.325024461026
117 2 point 31.3202415980239 121.521162966879
116 2 point 31.0295144511265 121.225754642622
115 2 point 31.235208533694 121.451566826258
114 2 point 30.9384218287157 121.469150509654
113 2 point 31.2195575975832 121.462066976692
112 2 point 31.3296461305026 121.571465327948
111 2 point 31.2545550432579 121.494914670724
110 2 point 31.2186685083931 121.58989665626
109 2 point 31.2784309731845 121.491715717694
108 2 point 31.2890692495036 121.404309604106
107 2 point 31.175303895414 121.289096242476
106 2 point 31.0386831288349 121.188078945803
105 2 point 31.2480374951382 121.466224509587
104 2 point 31.2378976361596 121.4553357522
103 2 point 31.2108492070843 121.53607319844
102 2 point 31.275561923234 121.537842364309
101 2 point 31.0580347659945 121.527866203634
100 2 point 31.2376127176207 121.416472626085
99 2 point 31.277077955646 121.479380737182
98 2 point 31.2707254989857 121.436222977829
97 2 disappearpoint 31.155354 121.523978
96 2 point 31.2315512431806 121.497581367294
95 2 point 31.2230597513582 121.226805868291
94 2 point 31.0835917064709 121.489433649362
93 2 point 31.3278384629553 121.438635617898
92 2 point 31.1824156424844 121.626685883281
91 2 point 31.2140161427681 121.487351666268
90 2 point 31.1600288352038 121.361318924218
89 2 point 31.2089688135364 121.443652119654
88 2 point 31.1974174066777 121.327620744455
87 2 point 31.1464540494629 121.540830647726
86 2 point 31.2125898387201 121.546399260793
85 2 point 31.3071339637449 121.421616715093
84 2 point 31.2662521122674 121.162164966815
83 2 point 31.1280653866497 121.392253611756
82 2 point 31.1273149198707 121.394012203147
81 2 point 31.2893444899449 121.43594641579
80 2 point 31.0821854543631 121.356478047855
79 2 point 30.9059324377638 121.207648006921
78 2 point 31.0786610082491 121.51887304379
77 2 point 31.2543036770107 121.453130262355
76 2 point 31.334553611496 121.236825992866
75 2 point 31.1852237563224 121.269454234634
74 2 point 31.174471895823 121.295455885648
73 2 point 31.2671550464742 121.477353972451
72 2 point 31.1724763513909 121.286298432417
71 2 point 31.2972006172351 121.315886866017
70 2 point 31.1864413033972 121.308424189859
69 2 point 31.0299457008442 121.440935804823
68 2 point 31.2281144631743 121.563973669226
67 2 point 31.306092967305 121.59240074055
66 2 point 31.2442742630883 121.515107394618
65 2 point 31.2330170905657 121.405717267192
64 2 point 31.2205997336676 121.49038686111
63 2 point 31.0975364795532 121.367219093779
62 2 point 31.2603833636156 121.482942455914
61 2 point 31.3074803087524 121.528515710605
60 2 point 31.2359612131478 121.550996685145
59 2 point 31.1613358528314 121.294554024331
58 2 point 30.9269411015402 121.450073256032
57 2 point 31.0908261775823 121.294553319067
56 2 point 31.2334337810195 121.516260181348
55 2 point 31.2436019427517 121.467139528402
54 2 point 31.147689867382 121.469939796353
53 2 point 31.0137005898056 121.434391760346
52 2 point 31.2127519450503 121.430628510519
51 2 point 30.9904747731467 121.100066726247
50 2 point 31.268164148203 121.487417759086
49 2 point 31.2661522644786 121.239339070822
48 2 point 31.318819538917 121.617793709843
47 2 point 31.2512596639369 121.475664038884
46 2 point 31.2751274869576 121.544696732564
45 2 point 31.234425119599 121.448501306774
44 2 disappearpoint 31.324204 121.518248
43 2 point 31.306006503497 121.6309046786
42 2 point 31.3407850545511 121.195057162333
41 2 point 30.9379724848888 121.306471558189
40 2 point 31.2281296482123 121.508942668241
39 2 point 31.3099915056987 121.502852455322
38 2 point 31.2681643497746 121.456968496872
37 2 point 31.311175311758 121.343005406879
36 2 point 31.3309010016659 121.518926448983
35 2 point 31.2173904931664 121.466425992629
34 2 point 31.2894623539786 121.504740601484
33 2 point 31.3326748274259 121.512670420395
32 2 point 31.2933276994537 121.300635958672
31 2 point 31.16974936516 121.474927253364
30 2 point 31.272429967314 121.157310011484
29 2 point 31.2260998870233 121.323390463638
28 2 point 31.225405649128 121.532041783698
27 2 point 31.2485189228891 121.561376985826
26 2 point 31.1692210093116 121.246115550429
25 2 point 30.9944668094547 121.131443807912
24 2 point 31.1768120094468 121.474495812011
23 2 point 31.3132848160489 121.504601766692
22 2 point 31.299735029332 121.510007189901
21 2 point 31.3224459580802 121.51771864048
20 2 point 31.2510222792143 121.496326483455
19 2 point 30.9642575421684 121.076567290842
18 2 point 31.3122373573425 121.534356
17 2 point 31.2723911122437 121.233904691118
16 2 point 31.0463929273053 121.356416406531
15 2 point 31.3277324392976 121.055593692839
14 2 point 31.259871961836 121.598535874871
13 2 point 31.2719904193496 121.229753996339
12 2 point 31.2225332952175 121.367561305369
11 2 point 31.2907035949723 121.138747904476
10 2 point 31.2844944492594 121.294408634803
9 2 point 31.1646966027807 121.517659795521
8 2 point 31.2634899884691 121.294042847088
7 2 point 31.0822563463164 121.503040599769
6 2 point 31.2818676795259 121.478035873414
5 2 point 31.2799575750798 121.176385848603
4 2 disappearpoint 31.261265 121.472314
3 2 point 31.1794611698042 121.479354352398
2 2 point 31.1976190608369 121.480525768629
1 2 point 31.3336224591083 121.602095111461
0 2 point 30.9802470081608 121.140428012653
201 2 newpoint 31.193104 121.352453
201 3 point 31.187586089214 121.352978741235
196 3 point 30.9382336964168 121.487277416302
195 3 point 31.3305958358542 121.49292643202
194 3 point 31.1769479994556 121.430850908598
193 3 point 31.1060766033629 121.265280779519
192 3 point 31.2393756279883 121.563350138849
191 3 point 31.1904962533842 121.421631288327
190 3 point 31.2374032430428 121.485037655267
189 3 point 31.3031863439177 121.540075935718
188 3 point 31.1475930406273 121.563266511686
187 3 point 31.280773744412 121.363862911068
186 3 point 31.2047040654739 121.256902543027
185 3 point 31.150440610147 121.393682824039
184 3 point 31.0633785466374 121.583954869673
183 3 point 31.0407266038566 121.377486979916
182 3 point 31.1521337975298 121.301486150677
181 3 point 31.2556785405086 121.469140730962
180 3 point 31.146608445266 121.620385123249
179 3 point 31.147347248126 121.528645844741
178 3 point 31.2152816800737 121.482523070329
177 3 point 31.330232885965 121.527600918971
176 3 point 31.2751712580122 121.222893571005
175 3 point 31.1853180724431 121.453728505911
174 3 point 31.2690432722781 121.467827356495
173 3 point 31.3353828072151 121.226800652762
172 3 point 31.2461762557376 121.557978004713
171 3 point 31.2709511151301 121.583797332624
170 3 point 31.1326136596978 121.297779609708
169 3 point 31.0145393388049 121.367456670656
168 3 point 31.2042992301318 121.255735223679
167 3 point 31.186416175406 121.500348412976
166 3 point 31.0635103793745 121.38239937217
199 3 point 31.2687933050284 121.229159421298
164 3 point 31.0663617351474 121.497293773073
163 3 point 31.0956509393101 121.488014128127
162 3 point 31.2159978222816 121.607358185645
161 3 point 31.2788786056813 121.532331295579
160 3 point 31.2717450703604 121.290477972998
159 3 point 31.329086464641 121.205700446335
158 3 point 31.1161970763878 121.382291948762
157 3 point 31.2360622453325 121.446823988726
156 3 point 31.1729001310903 121.317426066148
155 3 point 31.1193609706647 121.385500815532
154 3 point 31.3287623380129 121.415037790618
153 3 point 31.211144356526 121.275366439535
152 3 point 31.1907173690007 121.278684986849
151 3 point 31.175755141329 121.616284222466
150 3 point 31.0698717537007 121.196846747835
149 3 point 31.2966248767643 121.321117799532
148 3 point 31.163523888434 121.477674125386
147 3 point 31.2539174189546 121.494263884924
146 3 point 31.0426812041029 121.458886239709
145 3 point 31.2848260776175 121.547058068442
144 3 point 31.3185523962611 121.539355813246
143 3 point 31.0225206516975 121.220350484305
142 3 point 31.1751742520577 121.554203563156
141 3 point 31.0044229688295 121.254138213018
140 3 point 31.2207498331594 121.509203547019
139 3 point 31.1665417046045 121.323860848223
138 3 point 31.3261718915133 121.627689049002
137 3 point 31.1428908276574 121.578498415351
136 3 point 31.1727764114826 121.520690262438
135 3 point 31.2414984903292 121.569544263511
134 3 point 31.165138152146 121.402057013529
133 3 point 31.2083219403389 121.434824791495
132 3 point 31.0280522148629 121.384289845673
131 3 point 31.1300760125054 121.322900090839
130 3 point 31.2356412872139 121.489677061617
129 3 point 31.0240898132625 121.423346440029
128 3 point 31.111615304801 121.37431925027
127 3 point 31.0503588041628 121.411768471548
126 3 point 31.2017614551051 121.392883765278
125 3 point 31.2358572191639 121.48977830289
124 3 point 30.9189273950681 121.47607291483
123 3 point 31.1967673832336 121.622152551893
122 3 point 31.3201071765003 121.511265105754
121 3 point 31.3256427771901 121.563623756948
120 3 point 31.1886326583128 121.3631933545
119 3 point 31.1388190816435 121.108198052393
118 3 point 31.2957451420407 121.331248321842
117 3 point 31.3168787251767 121.515878750546
116 3 point 31.035909023564 121.225837068827
115 3 point 31.2331687708273 121.445338818489
114 3 point 30.9443792864687 121.466370936024
